Real cluster_data[] = {
// mass [M_sun]  total_SF [M_sun]  r [kpc]  phi [rad]  z [kpc],
2.36261e+04,2.36261e+04,9.34970e-01,4.13299e+00,-4.14407e-03,
1.17533e+04,3.53794e+04,2.82830e-01,1.86405e+00,-3.16933e-03,
1.04245e+04,4.58039e+04,9.41592e-02,3.28506e+00,-8.84048e-03,
1.08280e+05,1.54084e+05,4.45790e-01,3.59369e+00,-5.59955e-03,
1.69257e+04,1.71009e+05,1.14660e+00,3.17979e+00,3.67073e-03,
6.37729e+04,2.34782e+05,4.33128e-01,2.92971e+00,-8.24805e-03,
3.12661e+04,2.66048e+05,5.83343e-01,2.98181e+00,-9.30470e-03,
1.17341e+04,2.77782e+05,4.43175e-01,3.42776e+00,4.64355e-03,
1.06149e+04,2.88397e+05,3.40502e-01,2.03764e+00,-4.72522e-03,
1.74087e+04,3.05806e+05,6.32972e-01,3.01188e+00,-7.99578e-03,
1.63121e+06,1.93702e+06,1.34435e+00,2.07819e-01,9.45048e-03,
1.09450e+04,1.94796e+06,7.35820e-01,1.22042e+00,9.36255e-03,
8.94213e+05,2.84217e+06,2.31646e-01,4.15648e+00,8.18836e-03,
1.05716e+04,2.85275e+06,5.67256e-01,4.26566e+00,-3.40386e-03,
7.57941e+04,2.92854e+06,3.83524e-01,1.65925e+00,-6.16189e-03,
1.09400e+05,3.03794e+06,9.19868e-01,5.22852e+00,-9.36392e-03,
3.95164e+04,3.07746e+06,3.04812e-01,3.44754e+00,-9.91985e-03,
5.01029e+04,3.12756e+06,4.37741e-01,4.14620e+00,4.58399e-03,
2.02354e+04,3.14779e+06,1.05845e+00,1.47795e-01,-8.50453e-03,
3.77716e+04,3.18557e+06,5.64980e-01,3.28183e+00,-1.18850e-03,
1.00067e+04,3.19557e+06,4.68373e-01,5.57851e-01,1.32591e-03,
1.55263e+04,3.21110e+06,7.03766e-01,6.24874e+00,8.87586e-03,
3.07542e+04,3.24185e+06,1.08624e+00,1.88106e+00,-4.91867e-03,
3.58105e+05,3.59996e+06,2.90652e-01,1.32622e+00,-3.45396e-03,
1.58088e+04,3.61577e+06,8.19971e-01,1.60559e+00,-6.39787e-03,
1.24242e+04,3.62819e+06,1.13421e+00,1.37656e+00,-1.52350e-03,
1.00468e+04,3.63824e+06,8.29385e-01,1.39833e+00,-3.24163e-03,
7.73040e+04,3.71554e+06,3.59507e-01,2.97269e-01,8.12191e-03,
1.41353e+04,3.72968e+06,8.19484e-02,2.34078e+00,-3.45361e-03,
1.37365e+04,3.74341e+06,5.95550e-01,1.90187e+00,-5.44753e-03,
1.44824e+04,3.75790e+06,2.49246e-01,2.53948e+00,-8.17977e-03,
2.61620e+05,4.01952e+06,7.09461e-01,5.08663e+00,-9.57520e-03,
1.27895e+04,4.03231e+06,2.74609e-01,3.09010e+00,-3.37282e-03,
1.20960e+04,4.04440e+06,1.53348e+00,4.12292e-01,4.50265e-03,
1.46729e+04,4.05907e+06,2.55913e-01,3.68496e+00,5.99679e-03,
6.89974e+04,4.12807e+06,5.12964e-01,5.05390e+00,-1.97657e-03,
1.04651e+04,4.13854e+06,1.23721e+00,1.01073e+00,-2.11298e-03,
1.63665e+04,4.15490e+06,5.77344e-01,3.75710e+00,-9.34895e-03,
1.28739e+04,4.16778e+06,7.61003e-01,6.10276e+00,-5.47312e-03,
1.53971e+04,4.18317e+06,9.06050e-01,1.76373e+00,4.06351e-03,
1.13836e+04,4.19456e+06,1.16936e-01,5.11954e+00,3.42880e-03,
1.57099e+04,4.21027e+06,2.99230e-01,1.33971e+00,2.06898e-03,
1.38189e+04,4.22409e+06,6.09680e-01,1.44911e+00,-6.66830e-03,
3.11264e+04,4.25521e+06,6.36565e-01,5.74371e+00,3.59727e-03,
1.78784e+04,4.27309e+06,2.41960e-01,8.46926e-01,9.93278e-03,
2.62359e+04,4.29933e+06,6.18248e-01,3.22362e+00,9.33162e-04,
5.92073e+04,4.35854e+06,1.61127e-01,2.63461e+00,3.85177e-03,
1.96028e+04,4.37814e+06,7.36773e-01,4.51785e+00,-3.53707e-04,
1.34795e+04,4.39162e+06,3.20052e-01,2.03117e+00,7.19981e-03,
6.29368e+04,4.45455e+06,6.28180e-01,3.25603e-01,6.23887e-03,
1.33444e+04,4.46790e+06,2.37158e+00,4.30696e+00,-3.26140e-04,
1.50547e+04,4.48295e+06,3.62273e-01,2.96620e-01,-2.11195e-03,
2.23001e+04,4.50525e+06,1.13299e+00,2.05406e+00,4.68511e-04,
1.53249e+04,4.52058e+06,1.54687e-01,1.89511e+00,4.83640e-03,
2.30874e+04,4.54367e+06,8.37112e-01,6.81632e-01,3.34863e-03,
5.71361e+04,4.60080e+06,1.54569e+00,2.85767e+00,2.45004e-03,
1.25365e+04,4.61334e+06,3.04549e-01,4.74256e+00,-9.33783e-03,
3.25115e+04,4.64585e+06,9.78185e-01,4.45313e-01,-7.93112e-03,
1.06282e+04,4.65648e+06,1.53624e+00,5.24446e+00,-4.94728e-03,
2.99095e+04,4.68639e+06,2.95382e-01,4.10363e+00,-1.08412e-03,
4.77700e+04,4.73416e+06,5.76636e-01,2.56553e-01,3.84077e-03,
1.07928e+04,4.74495e+06,8.08490e-01,5.39065e+00,-4.28830e-03,
1.02246e+05,4.84720e+06,4.51260e-01,1.42342e+00,-9.79985e-03,
1.80148e+04,4.86521e+06,2.72784e-01,1.92900e+00,-1.80867e-03,
2.40490e+04,4.88926e+06,1.79578e-01,6.15334e+00,2.10244e-04,
6.24962e+04,4.95176e+06,3.69860e-01,1.21978e+00,-7.84724e-03,
2.04229e+04,4.97218e+06,9.73287e-01,6.97325e-01,-4.60660e-03,
1.14385e+04,4.98362e+06,2.84007e-01,5.44699e+00,-4.91639e-03,
1.33815e+04,4.99700e+06,6.54117e-01,4.31195e+00,-5.02273e-03,
1.18324e+04,5.00883e+06,6.07311e-01,7.44680e-02,1.70962e-03,
1.49736e+04,5.02381e+06,8.68480e-01,3.59852e+00,7.93002e-03,
3.19264e+04,5.05573e+06,2.85170e-01,3.99191e+00,-2.88707e-03,
1.18796e+04,5.06761e+06,8.63773e-01,3.17533e+00,-1.53352e-03,
3.85211e+04,5.10613e+06,1.44682e+00,4.24633e+00,-6.31522e-03,
5.13207e+04,5.15745e+06,4.48431e-01,4.33278e+00,-1.01090e-03,
1.13696e+05,5.27115e+06,2.46636e-01,4.08769e+00,-2.43555e-03,
1.86284e+04,5.28978e+06,6.94216e-01,1.62522e+00,6.12332e-03,
2.84550e+04,5.31823e+06,3.60272e-01,9.31403e-01,-8.37139e-03,
1.13084e+04,5.32954e+06,6.55893e-01,5.01434e+00,-1.47417e-03,
7.29575e+04,5.40250e+06,4.58800e-01,2.15438e+00,-1.14056e-03,
1.43506e+04,5.41685e+06,1.65185e+00,4.57612e+00,2.20391e-03,
1.43224e+04,5.43117e+06,4.76051e-01,2.31721e+00,-1.64771e-03,
4.50907e+04,5.47626e+06,4.30082e-01,2.41883e+00,6.71725e-03,
1.93607e+04,5.49562e+06,9.91531e-02,9.22209e-02,-4.67807e-03,
